codigo,latitude,longitude,municipio,uf,bolsapib,rural,analfabetismo,saneamentoruim
1600535,"258,96934","65,039575",porto grande,AP,"10,11","35,70","12,78","97,04"
1600550,"303,0057","179,92914",pracuuba,AP,"11,92","50,41","11,79","98,62"
1600600,"291,71801","14,219515",santana,AP,"9,40","2,12","9,83","89,30"
1600709,"335,47297","143,28543",tartarugalzinho,AP,"10,29","48,13","16,70","96,30"
1600808,"215,79981","-110,40697",vitoria do jari,AP,"16,44","17,11","14,72","89,65"
1700251,"514,9964","-1051,8635",abreulandia,TO,"17,45","38,27","13,38","89,87"
1700301,"717,46991","-721,99938",aguiarnopolis,TO,"8,64","19,76","17,15","68,46"
1700350,"555,80568","-1258,0799",alianca do tocantins,TO,"15,91","16,13","14,44","85,09"
1700400,"740,87874","-1272,6958",almas,TO,"27,71","20,79","21,80","80,52"
1700707,"531,34046","-1377,1629",alvorada,TO,"0,57","7,27","10,22","94,12"
1701002,"643,26104","-692,71624",ananas,TO,"20,51","17,45","19,27","75,26"
1701051,"673,35664","-715,6188",angico,TO,"17,13","38,96","17,56","99,17"
1701101,"657,74109","-1110,4968",aparecida do rio negro,TO,"11,61","21,36","14,93","98,32"
1701309,"593,05223","-771,41098",aragominas,TO,"22,60","62,09","23,80","90,07"
1701903,"494,37367","-991,5438",araguacema,TO,"17,99","53,70","16,36","79,97"
1702000,"467,15275","-1424,0375",araguacu,TO,"2,90","33,05","14,48","98,53"
1702109,"597,58072","-814,35221",araguaina,TO,"4,24","5,02","8,58","84,15"
1702158,"605,20237","-754,37328",araguana,TO,"14,54","32,68","17,83","72,29"
1702208,"652,92386","-629,77694",araguatins,TO,"23,39","35,73","19,77","98,43"
1702307,"551,5838","-857,28269",arapoema,TO,"12,63","19,09","17,43","88,81"
1702406,"754,6715","-1427,7945",arraias,TO,"10,64","30,76","20,87","78,15"
1702554,"672,68035","-611,35636",augustinopolis,TO,"19,44","17,39","22,29","90,80"
1702703,"823,42112","-1410,1031",aurora do tocantins,TO,"18,87","27,97","20,97","98,19"
1702901,"690,5779","-627,96379",axixa do tocantins,TO,"36,99","17,83","23,95","78,80"
1703008,"678,61449","-797,95562",babaculandia,TO,"13,94","52,71","20,58","86,49"
1703057,"587,10849","-877,7246",bandeirantes do tocantins,TO,"6,79","46,03","17,60","98,47"
1703073,"708,35862","-858,71214",barra do ouro,TO,"19,55","46,98","22,53","86,48"
1703107,"571,24342","-1095,839",barrolandia,TO,"15,75","16,26","15,97","77,61"
1703206,"554,64979","-886,17904",bernardo sayao,TO,"1,25","50,92","17,99","86,98"
1703305,"672,96623","-1002,3164",bom jesus do tocantins,TO,"11,68","25,00","14,98","79,05"
1703602,"612,16585","-921,06266",brasilandia do tocantins,TO,"8,13","30,43","16,82","95,91"
1703701,"587,3208","-1225,0114",brejinho de nazare,TO,"11,65","19,09","16,63","95,33"
1703800,"649,73944","-593,33856",buriti do tocantins,TO,"31,82","23,69","22,36","85,02"
1703826,"681,67409","-677,35826",cachoeirinha,TO,"24,08","19,41","18,20","88,93"
1703842,"792,83189","-914,25744",campos lindos,TO,"3,49","40,79","20,96","98,46"
1703867,"522,48359","-1324,2978",cariri do tocantins,TO,"3,80","44,28","14,43","78,39"
1703883,"621,47691","-782,84558",carmolandia,TO,"7,54","21,24","19,02","75,15"
1703891,"663,831","-593,31679",carrasco bonito,TO,"29,20","46,66","28,95","71,00"
1703909,"456,01064","-1042,2264",caseara,TO,"15,57","40,51","17,95","95,07"
1704105,"720,59493","-1009,925",centenario,TO,"18,80","41,39","28,55","74,65"
1704600,"526,36924","-1128,0682",chapada de areia,TO,"12,32","43,90","18,90","99,56"
1705102,"671,23099","-1283,6284",chapada da natividade,TO,"13,41","49,47","20,69","56,09"
1705508,"602,92855","-897,13801",colinas do tocantins,TO,"7,44","3,99","12,09","70,99"
1705557,"813,63112","-1432,601",combinado,TO,"1,61","14,33","18,29","92,14"
1705607,"728,75701","-1354,7946",conceicao do tocantins,TO,"25,88","30,39","23,18","94,04"
1706001,"532,72222","-936,26368",couto de magalhaes,TO,"1,85","62,39","17,45","74,88"
1706100,"512,80248","-1180,197",cristalandia,TO,"13,69","18,11","12,61","94,31"
1706258,"538,06038","-1240,051",crixas do tocantins,TO,"5,94","44,25","10,67","80,61"
1706506,"688,88608","-752,26463",darcinopolis,TO,"14,06","33,83","20,67","60,95"
1707009,"783,89153","-1303,8849",dianopolis,TO,"7,67","13,96","12,37","87,16"
1707108,"509,73549","-1075,5695",divinopolis do tocantins,TO,"15,56","29,81","16,43","95,79"
1707207,"542,04402","-1029,0149",dois irmaos do tocantins,TO,"19,13","61,22","17,50","88,35"
1707306,"502,94268","-1267,8754",duere,TO,"6,91","33,47","12,52","88,03"
1707405,"605,14517","-591,67073",esperantina,TO,"33,10","51,31","22,67","86,90"
1707553,"560,48812","-1200,1052",fatima,TO,"13,99","17,61","14,92","59,14"
1707652,"513,17832","-1360,7886",figueiropolis,TO,"8,68","24,08","16,92","66,44"
1707702,"684,9716","-833,82772",filadelfia,TO,"16,60","34,89","19,03","98,07"
1708205,"425,03716","-1325,5289",formoso do araguaia,TO,"7,58","27,64","12,92","88,94"
1708254,"599,60042","-1007,7734",fortaleza do tabocao,TO,"3,92","18,64","17,40","98,11"
1708304,"548,85805","-984,96842",goianorte,TO,"20,01","44,31","16,77","91,94"
1709005,"718,46928","-900,75248",goiatins,TO,"23,33","58,98","25,27","98,70"
1709302,"611,61435","-970,8954",guarai,TO,"5,87","8,93","11,23","77,04"
1709500,"557,52525","-1293,6248",gurupi,TO,"3,11","2,29","6,39","61,44"
1709807,"611,24089","-1237,3138",ipueiras,TO,"8,64","41,55","15,79","37,45"
1710508,"696,92556","-953,5793",itacaja,TO,"20,34","39,85","18,24","61,60"
1710706,"709,18976","-645,77169",itaguatins,TO,"31,45","43,67","24,79","82,53"
1710904,"657,27933","-924,63129",itapiratins,TO,"14,23","45,81","19,09","99,91"
1711100,"577,86759","-938,47053",itapora do tocantins,TO,"0,94","36,07","18,83","97,99"
1711506,"581,36987","-1415,8446",jau do tocantins,TO,"12,04","62,65","13,42","99,57"
1711803,"538,82458","-903,42075",juarina,TO,"1,41","53,70","15,19","84,66"
1711902,"419,58217","-1223,1104",lagoa da confusao,TO,"2,68","37,98","13,50","95,84"
1711951,"713,87524","-1150,9736",lagoa do tocantins,TO,"29,76","28,00","22,58","76,42"
1712009,"626,29257","-1094,4243",lajeado,TO,"12,88","21,89","9,68","62,30"
1712157,"825,53469","-1430,0195",lavandeira,TO,"17,74","36,26","22,49","83,47"
1712405,"775,21042","-1061,2638",lizarda,TO,"34,49","30,66","22,36","78,50"
1712454,"682,78311","-690,25414",luzinopolis,TO,"19,60","36,12","18,19","99,86"
1712504,"471,76187","-1085,383",marianopolis do tocantins,TO,"12,16","45,24","17,97","99,70"
1712702,"820,01028","-1179,4798",mateiros,TO,"2,54","36,26","26,37","91,54"
1712801,"709,65241","-670,31081",maurilandia do tocantins,TO,"26,33","36,05","23,61","87,06"
1713205,"597,81674","-1083,4662",miracema do tocantins,TO,"3,44","13,28","11,01","90,75"
1713304,"583,93444","-1045,8583",miranorte,TO,"14,49","12,57","13,75","97,86"
1713601,"654,35578","-1195,0036",monte do carmo,TO,"9,35","57,10","19,44","83,51"
1713700,"540,82195","-1109,9517",monte santo do tocantins,TO,"16,11","78,42","16,31","88,19"
1713809,"703,02871","-734,2717",palmeiras do tocantins,TO,"23,40","43,69","16,86","99,07"
1713957,"575,9886","-777,68238",muricilandia,TO,"1,21","42,89","23,86","95,77"
1714203,"692,11173","-1312,6507",natividade,TO,"16,47","20,06","19,07","71,36"
1714302,"688,08346","-704,12062",nazare,TO,"26,48","54,61","20,92","99,10"
1714880,"622,26994","-848,67996",nova olinda,TO,"9,70","30,14","17,16","93,25"
1715002,"550,01621","-1171,0706",nova rosalandia,TO,"19,79","34,54","15,36","98,33"
1715101,"725,0927","-1130,4854",novo acordo,TO,"2,12","18,05","14,98","70,00"
1715150,"807,29838","-1439,9241",novo alegre,TO,"21,13","25,68","13,78","82,58"
1715259,"811,90562","-1312,5387",novo jardim,TO,"12,90","27,72","19,89","72,47"
1715507,"560,47763","-1185,0666",oliveira de fatima,TO,"8,52","21,22","16,76","92,48"
1715705,"644,44123","-876,59498",palmeirante,TO,"10,25","61,12","19,88","98,23"
1715754,"612,9706","-1446,7028",palmeiropolis,TO,"10,74","18,50","13,28","90,94"
1716109,"566,84538","-1134,8462",paraiso do tocantins,TO,"4,92","4,38","6,85","81,60"
1716208,"672,02699","-1412,0082",parana,TO,"25,08","54,34","25,93","99,65"
1716307,"553,10007","-837,57682",pau darco,TO,"10,09","36,79","18,68","90,98"
1716505,"655,56155","-1025,8701",pedro afonso,TO,"4,56","13,20","10,51","49,25"
1716604,"592,92754","-1332,564",peixe,TO,"4,31","49,59","16,51","83,37"
1716653,"559,82191","-930,23685",pequizeiro,TO,"17,86","52,71","19,67","75,29"
1716703,"575,89314","-981,26116",colmeia,TO,"11,33","26,02","18,97","74,56"
1717008,"703,45209","-1241,8371",pindorama do tocantins,TO,"22,71","34,60","14,79","78,84"
1717206,"636,74128","-748,92246",piraque,TO,"8,11","61,58","21,14","100,00"
1717503,"452,24288","-1131,9878",pium,TO,"7,24","43,55","19,43","84,16"
1717800,"807,92091","-1343,7765",ponte alta do bom jesus,TO,"24,65","44,96","25,20","99,24"
1717909,"729,73033","-1196,9602",ponte alta do tocantins,TO,"18,94","36,95","16,62","97,33"
1718006,"758,50876","-1282,2235",porto alegre do tocantins,TO,"20,48","31,37","19,87","94,98"
1718204,"602,32286","-1171,3307",porto nacional,TO,"7,89","13,66","9,22","39,40"
1718303,"688,89223","-608,69732",praia norte,TO,"35,26","41,66","30,96","83,27"
1718402,"609,86419","-940,12699",presidente kennedy,TO,"5,67","12,33","16,35","84,11"
1718451,"560,23497","-1157,1218",pugmil,TO,"7,66","15,41","12,97","98,75"
1718501,"757,86828","-968,64732",recursolandia,TO,"25,74","47,19","27,63","88,48"
1718550,"648,62629","-718,11946",riachinho,TO,"26,22","56,76","22,56","99,57"
1718659,"791,53593","-1264,0067",rio da conceicao,TO,"13,84","8,17","14,02","66,67"
1718709,"609,63524","-1026,0677",rio dos bois,TO,"8,41","59,96","19,25","97,46"
1718758,"713,78555","-1073,7259",rio sono,TO,"28,50","61,51","19,89","97,26"
1718808,"674,04149","-592,6699",sampaio,TO,"21,99","9,01","23,92","82,24"
1718840,"448,40514","-1375,0143",sandolandia,TO,"9,34","46,96","16,58","99,55"
1718865,"555,24222","-787,45552",santa fe do araguaia,TO,"11,09","33,72","19,69","74,37"
1718881,"676,69787","-981,41626",santa maria do tocantins,TO,"14,17","40,39","17,62","88,60"
1718899,"514,16728","-1217,2918",santa rita do tocantins,TO,"8,77","56,86","14,99","83,94"
1718907,"642,98726","-1267,0817",santa rosa do tocantins,TO,"12,99","35,49","17,72","80,88"
1719004,"685,45766","-1145,6395",santa tereza do tocantins,TO,"1,53","35,95","14,57","98,34"
1720002,"691,28133","-719,94688",santa terezinha do tocantins,TO,"25,55","35,57","21,21","99,56"
1720101,"670,99573","-664,37355",sao bento do tocantins,TO,"28,53","41,06","19,66","97,60"
1720150,"802,49767","-1122,4605",sao felix do tocantins,TO,"22,77","35,21","20,31","44,64"
1720200,"709,63337","-616,73114",sao miguel do tocantins,TO,"34,16","75,70","24,95","99,82"
1720259,"612,26237","-1397,5956",sao salvador do tocantins,TO,"4,38","45,43","19,02","84,51"
1720309,"628,38387","-582,34234",sao sebastiao do tocantins,TO,"2,86","23,35","25,75","96,20"
1720499,"635,22645","-1312,0207",sao valerio da natividade,TO,"14,63","37,87","20,01","97,62"
1720655,"654,54305","-1237,7",silvanopolis,TO,"10,79","19,87","17,59","99,61"
1720804,"699,44642","-626,33813",sitio novo do tocantins,TO,"34,27","46,71","26,01","92,71"
1720853,"562,195","-1344,9527",sucupira,TO,"5,56","36,51","15,26","99,46"
1720903,"809,41599","-1381,1862",taguatinga,TO,"15,63","29,39","19,20","89,08"
1720937,"762,44935","-1352,3948",taipas do tocantins,TO,"19,67","19,95","26,50","46,69"
1720978,"537,82335","-1407,7424",talisma,TO,"7,03","46,80","18,68","75,50"
1721000,"640,53064","-1135,8392",palmas,TO,"2,64","2,89","3,76","33,01"
1721109,"643,18862","-1067,4051",tocantinia,TO,"42,64","56,13","20,25","82,96"
1721208,"715,11879","-696,28135",tocantinopolis,TO,"21,26","19,01","15,69","94,95"
1721257,"631,30017","-993,33846",tupirama,TO,"3,11","40,91","15,95","79,29"
1721307,"637,59935","-928,77217",tupiratins,TO,"7,14","49,21","20,47","52,48"
1722081,"662,88877","-768,41748",wanderlandia,TO,"18,44","46,56","18,92","99,38"
1722107,"613,64394","-727,1632",xambioa,TO,"11,05","15,20","17,93","95,80"
2100055,"739,68568","-532,79368",acailandia,MA,"9,38","24,81","17,69","88,52"
2100105,"1188,1663","-474,21519",afonso cunha,MA,"45,86","45,23","34,64","99,93"
2100154,"1315,5557","-332,84104",agua doce do maranhao,MA,"59,22","72,95","36,03","99,49"
2100204,"1055,203","-261,84376",alcantara,MA,"61,63","70,72","22,44","97,34"
2100303,"1178,1595","-506,45918",aldeias altas,MA,"37,83","43,08","37,68","94,19"
2100402,"943,29603","-466,07183",altamira do maranhao,MA,"60,40","71,49","32,98","99,31"
2100436,"1066,493","-472,02158",alto alegre do maranhao,MA,"56,60","21,24","29,28","83,71"
2100477,"887,66436","-433,26222",alto alegre do pindare,MA,"45,82","68,35","32,25","94,97"
2100501,"854,91907","-1061,041",alto parnaiba,MA,"16,97","34,72","21,19","98,29"
2100550,"895,95999","-186,83986",amapa do maranhao,MA,"43,21","24,72","33,27","91,82"
2100600,"823,25726","-589,37913",amarante do maranhao,MA,"47,82","60,45","28,44","96,24"
2100709,"1045,7874","-364,294",anajatuba,MA,"60,20","72,26","27,31","96,46"
2100808,"1210,1827","-399,00883",anapurus,MA,"29,50","48,60","29,90","97,81"
2100832,"990,91581","-166,0231",apicum-acu,MA,"68,26","38,75","18,69","99,70"
2100873,"912,90623","-344,04489",araguana,MA,"48,49","61,52","28,15","97,25"
2100907,"1332,1233","-335,92421",araioses,MA,"59,01","71,66","33,70","94,30"
2100956,"892,16143","-565,03836",arame,MA,"52,80","60,41","33,04","93,97"
2101004,"1030,2592","-395,83064",arari,MA,"49,08","38,63","22,02","60,95"
2101103,"1100,3562","-316,48685",axixa,MA,"50,77","58,77","16,33","93,64"
2101202,"1026,1097","-467,2123",bacabal,MA,"29,61","22,15","21,40","71,04"
2101251,"1070,8903","-328,91139",bacabeira,MA,"21,62","77,73","18,30","77,44"
2101301,"983,18837","-188,66498",bacuri,MA,"61,79","47,69","23,66","96,53"
2101350,"1041,6625","-301,53408",bacurituba,MA,"55,48","73,10","23,90","100,00"
2101400,"843,67117","-918,86165",balsas,MA,"8,10","12,88","12,92","86,99"
2101509,"1195,2025","-741,55182",barao de grajau,MA,"39,32","42,05","22,70","96,59"
2101608,"969,15644","-632,6745",barra do corda,MA,"33,89","37,65","27,72","91,40"
2101707,"1232,1316","-320,79252",barreirinhas,MA,"57,40","59,85","25,37","91,78"
2101731,"1171,9585","-347,2673",belagua,MA,"40,59","49,98","39,20","100,00"
2101772,"970,28534","-420,44231",bela vista do maranhao,MA,"63,10","57,09","29,44","97,92"
2101806,"1041,8543","-797,97012",benedito leite,MA,"52,44","48,56","29,24","87,11"
2101905,"1024,6225","-271,61422",bequimao,MA,"57,73","67,53","24,23","99,19"
2101939,"1032,8756","-523,86713",bernardo do mearim,MA,"30,06","61,24","26,78","82,15"
2101970,"870,25014","-196,74879",boa vista do gurupi,MA,"40,10","29,31","23,74","99,12"
2102002,"842,10401","-435,02707",bom jardim,MA,"25,71","58,04","31,84","98,23"
2102036,"811,27062","-512,87822",bom jesus das selvas,MA,"31,23","52,81","27,35","86,16"
2102077,"996,66219","-486,54556",bom lugar,MA,"39,78","71,78","32,11","99,77"
2102101,"1241,0248","-415,48022",brejo,MA,"48,53","63,01","29,92","94,48"
2102150,"937,97632","-488,43137",brejo de areia,MA,"44,37","48,84","35,08","100,00"
2102200,"1221,473","-439,27538",buriti,MA,"47,63","68,91","30,27","97,19"
2102309,"1126,2637","-650,24069",buriti bravo,MA,"61,20","25,70","30,42","98,32"
2102325,"849,81741","-501,33835",buriticupu,MA,"34,88","45,14","26,90","96,92"
2102358,"768,81849","-614,65669",buritirana,MA,"56,19","71,96","28,45","96,79"
2102374,"1119,1835","-350,35425",cachoeira grande,MA,"57,30","55,10","30,41","99,94"
2102408,"1048,0622","-320,97072",cajapio,MA,"81,61","63,32","25,58","97,19"
2102507,"996,75044","-378,64509",cajari,MA,"55,69","76,64","21,74","99,70"
2102556,"745,53302","-687,67001",campestre do maranhao,MA,"23,47","20,56","21,23","98,81"
2102606,"934,56786","-162,54736",candido mendes,MA,"54,98","35,63","21,45","90,28"
2102705,"1081,8147","-406,26925",cantanhede,MA,"51,27","36,62","28,86","80,05"
2102754,"1075,487","-525,16174",capinzal do norte,MA,"47,93","47,56","32,19","97,39"
2102804,"750,42462","-821,0453",carolina,MA,"31,80","32,23","15,13","73,66"
2102903,"893,64646","-135,43711",carutapera,MA,"51,54","26,27","19,60","93,20"
2103000,"1187,2049","-547,63302",caxias,MA,"28,61","23,59","25,75","79,91"
2103109,"1047,233","-220,02085",cedral,MA,"54,71","76,72","17,24","99,27"
2103125,"1015,5832","-253,23403",central do maranhao,MA,"63,70","48,19","26,73","98,34"
2103158,"875,54845","-264,26886",centro do guilherme,MA,"40,60","43,72","28,80","97,34"
2103174,"829,46395","-344,09306",centro novo do maranhao,MA,"21,04","68,66","25,39","98,66"
2103208,"1171,3309","-432,82987",chapadinha,MA,"47,25","27,90","25,43","89,79"
2103257,"684,19082","-562,45626",cidelandia,MA,"24,59","55,88","24,29","99,57"
2103307,"1122,2389","-517,40672",codo,MA,"40,49","31,34","30,47","77,03"
2103406,"1208,6962","-478,2569",coelho neto,MA,"48,39","17,16","28,95","95,23"
2103505,"1086,849","-679,43737",colinas,MA,"50,20","34,64","29,83","96,56"
2103554,"1017,6434","-425,36299",conceicao do lago-acu,MA,"54,08","52,42","34,88","98,06"
2103604,"1094,2042","-460,3419",coroata,MA,"60,55","30,24","32,18","82,23"
2103703,"1021,3314","-177,18244",cururupu,MA,"52,24","31,80","17,41","99,31"
2103752,"742,267","-623,283",davinopolis,MA,"61,95","16,63","25,01","89,09"
2103802,"1065,0586","-563,287",dom pedro,MA,"44,95","32,71","24,23","89,54"
2103901,"1220,2713","-461,66268",duque bacelar,MA,"57,18","49,85","31,97","80,47"
2104008,"1010,3234","-548,25755",esperantinopolis,MA,"55,87","45,62","30,90","88,60"
2104057,"751,51845","-755,27507",estreito,MA,"13,21","28,06","15,18","93,26"
2104073,"814,89338","-780,17674",feira nova do maranhao,MA,"41,00","76,29","19,75","98,19"
2104081,"959,53508","-697,70673",fernando falcao,MA,"38,18","83,70","38,06","100,00"
2104099,"865,25202","-728,49808",formosa da serra negra,MA,"40,89","66,69","18,45","99,23"
2104107,"874,94163","-777,6019",fortaleza dos nogueiras,MA,"25,19","39,73","15,94","99,47"
2104206,"1104,4638","-636,28181",fortuna,MA,"58,52","37,05","30,51","97,61"
2104305,"922,40096","-144,09457",godofredo viana,MA,"43,78","36,78","16,95","89,46"
2104404,"1089,7887","-578,08678",goncalves dias,MA,"61,84","55,55","34,75","97,32"
2104503,"1084,6655","-560,67517",governador archer,MA,"52,45","35,03","31,48","93,94"
2104552,"739,37083","-636,64813",governador edison lobao,MA,"33,18","56,23","19,63","77,27"
2104602,"1100,8182","-604,44844",governador eugenio barros,MA,"57,87","70,67","35,90","99,36"
2104628,"1097,6436","-621,42483",governador luiz rocha,MA,"57,31","29,30","30,85","97,41"
2104651,"897,85301","-382,14292",governador newton bello,MA,"43,63","64,00","36,23","99,68"
2104677,"910,21242","-230,29331",governador nunes freire,MA,"52,12","37,23","25,39","83,46"
2104701,"1072,9559","-607,29637",graca aranha,MA,"47,59","52,57","30,10","99,47"
2104800,"879,91521","-650,08344",grajau,MA,"27,38","40,35","22,19","96,76"
2104909,"1042,9018","-238,33417",guimaraes,MA,"54,31","42,81","15,79","99,85"
2105005,"1158,5726","-293,78163",humberto de campos,MA,"66,51","59,88","23,60","97,59"
2105104,"1126,4236","-294,3985",icatu,MA,"63,38","68,92","22,13","98,27"
2105153,"986,51617","-408,47697",igarape do meio,MA,"30,59","50,54","28,40","99,67"
2105203,"1018,6818","-513,61985",igarape grande,MA,"37,61","39,64","28,56","93,80"
2105302,"712,10278","-594,16327",imperatriz,MA,"8,20","5,24","10,87","54,11"
2105351,"926,81503","-575,07501",itaipava do grajau,MA,"50,17","69,95","34,17","98,35"
2105401,"1080,5399","-380,01228",itapecuru mirim,MA,"38,01","44,18","27,09","77,55"
2105427,"748,16208","-475,55886",itinga do maranhao,MA,"27,20","29,05","23,48","92,53"
2105450,"1074,8094","-656,40581",jatoba,MA,"47,42","56,13","32,42","96,45"
2105476,"933,64004","-602,54404",jenipapo dos vieiras,MA,"49,91","83,69","34,15","99,78"
2105500,"755,74219","-582,11554",joao lisboa,MA,"49,20","24,75","22,32","95,75"
2105609,"1025,0218","-561,6282",joselandia,MA,"47,24","61,38","33,69","99,69"
2105658,"877,17976","-214,07183",junco do maranhao,MA,"38,06","29,88","27,16","84,89"
2105708,"978,15775","-531,89428",lago da pedra,MA,"49,81","34,80","30,58","94,38"
2105807,"1000,823","-508,39418",lago do junco,MA,"48,85","63,53","32,97","85,12"
2105906,"1012,4053","-446,88608",lago verde,MA,"53,72","67,22","33,02","97,07"
2105922,"1158,2879","-680,20763",lagoa do mato,MA,"50,79","59,27","33,04","99,63"
2105948,"1005,3019","-515,69092",lago dos rodrigues,MA,"36,86","37,79","30,06","99,36"
2105963,"953,70722","-551,28887",lagoa grande do maranhao,MA,"57,08","47,71","35,34","99,08"
2105989,"783,15822","-680,10883",lajeado novo,MA,"32,10","53,86","18,65","94,92"
2106003,"1058,0974","-510,87668",lima campos,MA,"49,61","40,53","31,05","91,75"
